frame,fps,timecode,physical_simulation_time_s,camera,phase,voiceover_cue,foley_cue,timing_distinction
3330,30,00:01:50:29,110.96666666666667,Exhibit_camera / editorial plate push,The quiet part of going fast,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
3331,30,00:01:51:00,111.0,Exhibit_camera / editorial plate push,The quiet part of going fast,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
3332,30,00:01:51:01,111.03333333333333,Exhibit_camera / editorial plate push,The quiet part of going fast,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
3333,30,00:01:51:02,111.06666666666666,Exhibit_camera / editorial plate push,The quiet part of going fast,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
3334,30,00:01:51:03,111.1,Exhibit_camera / editorial plate push,The quiet part of going fast,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
3335,30,00:01:51:04,111.13333333333334,Exhibit_camera / editorial plate push,The quiet part of going fast,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
3336,30,00:01:51:05,111.16666666666667,Exhibit_camera / editorial plate push,The quiet part of going fast,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
3337,30,00:01:51:06,111.2,Exhibit_camera / editorial plate push,The quiet part of going fast,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
3338,30,00:01:51:07,111.23333333333333,Exhibit_camera / editorial plate push,The quiet part of going fast,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
3339,30,00:01:51:08,111.26666666666667,Exhibit_camera / editorial plate push,The quiet part of going fast,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
3340,30,00:01:51:09,111.3,Exhibit_camera / editorial plate push,The quiet part of going fast,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
3341,30,00:01:51:10,111.33333333333333,Exhibit_camera / editorial plate push,The quiet part of going fast,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
3342,30,00:01:51:11,111.36666666666666,Exhibit_camera / editorial plate push,The quiet part of going fast,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
3343,30,00:01:51:12,111.4,Exhibit_camera / editorial plate push,The quiet part of going fast,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
3344,30,00:01:51:13,111.43333333333334,Exhibit_camera / editorial plate push,The quiet part of going fast,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
3345,30,00:01:51:14,111.46666666666667,Exhibit_camera / editorial plate push,The quiet part of going fast,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
3346,30,00:01:51:15,111.5,Exhibit_camera / editorial plate push,The quiet part of going fast,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
3347,30,00:01:51:16,111.53333333333333,Exhibit_camera / editorial plate push,The quiet part of going fast,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
3348,30,00:01:51:17,111.56666666666666,Exhibit_camera / editorial plate push,The quiet part of going fast,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
3349,30,00:01:51:18,111.6,Exhibit_camera / editorial plate push,The quiet part of going fast,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
3350,30,00:01:51:19,111.63333333333334,Exhibit_camera / editorial plate push,The quiet part of going fast,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
3351,30,00:01:51:20,111.66666666666667,Exhibit_camera / editorial plate push,The quiet part of going fast,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
3352,30,00:01:51:21,111.7,Exhibit_camera / editorial plate push,The quiet part of going fast,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
3353,30,00:01:51:22,111.73333333333333,Exhibit_camera / editorial plate push,The quiet part of going fast,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
3354,30,00:01:51:23,111.76666666666667,Exhibit_camera / editorial plate push,The quiet part of going fast,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
3355,30,00:01:51:24,111.8,Exhibit_camera / editorial plate push,The quiet part of going fast,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
3356,30,00:01:51:25,111.83333333333333,Exhibit_camera / editorial plate push,The quiet part of going fast,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
3357,30,00:01:51:26,111.86666666666666,Exhibit_camera / editorial plate push,The quiet part of going fast,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
3358,30,00:01:51:27,111.9,Exhibit_camera / editorial plate push,The quiet part of going fast,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
3359,30,00:01:51:28,111.93333333333334,Exhibit_camera / editorial plate push,The quiet part of going fast,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
3360,30,00:01:51:29,111.96666666666667,Exhibit_camera / editorial plate push,The quiet part of going fast,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
3361,30,00:01:52:00,112.0,Exhibit_camera / editorial plate push,The quiet part of going fast,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
3362,30,00:01:52:01,112.03333333333333,Exhibit_camera / editorial plate push,The quiet part of going fast,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
3363,30,00:01:52:02,112.06666666666666,Exhibit_camera / editorial plate push,The quiet part of going fast,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
3364,30,00:01:52:03,112.1,Exhibit_camera / editorial plate push,The quiet part of going fast,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
3365,30,00:01:52:04,112.13333333333334,Exhibit_camera / editorial plate push,The quiet part of going fast,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
3366,30,00:01:52:05,112.16666666666667,Exhibit_camera / editorial plate push,The quiet part of going fast,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
3367,30,00:01:52:06,112.2,Exhibit_camera / editorial plate push,The quiet part of going fast,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
3368,30,00:01:52:07,112.23333333333333,Exhibit_camera / editorial plate push,The quiet part of going fast,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
3369,30,00:01:52:08,112.26666666666667,Exhibit_camera / editorial plate push,The quiet part of going fast,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
3370,30,00:01:52:09,112.3,Exhibit_camera / editorial plate push,The quiet part of going fast,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
3371,30,00:01:52:10,112.33333333333333,Exhibit_camera / editorial plate push,The quiet part of going fast,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
3372,30,00:01:52:11,112.36666666666666,Exhibit_camera / editorial plate push,The quiet part of going fast,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
3373,30,00:01:52:12,112.4,Exhibit_camera / editorial plate push,The quiet part of going fast,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
3374,30,00:01:52:13,112.43333333333334,Exhibit_camera / editorial plate push,The quiet part of going fast,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
3375,30,00:01:52:14,112.46666666666667,Exhibit_camera / editorial plate push,The quiet part of going fast,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
3376,30,00:01:52:15,112.5,Exhibit_camera / editorial plate push,The quiet part of going fast,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
3377,30,00:01:52:16,112.53333333333333,Exhibit_camera / editorial plate push,The quiet part of going fast,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
3378,30,00:01:52:17,112.56666666666666,Exhibit_camera / editorial plate push,The quiet part of going fast,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
3379,30,00:01:52:18,112.6,Exhibit_camera / editorial plate push,The quiet part of going fast,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
3380,30,00:01:52:19,112.63333333333334,Exhibit_camera / editorial plate push,The quiet part of going fast,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
3381,30,00:01:52:20,112.66666666666667,Exhibit_camera / editorial plate push,The quiet part of going fast,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
3382,30,00:01:52:21,112.7,Exhibit_camera / editorial plate push,The quiet part of going fast,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
3383,30,00:01:52:22,112.73333333333333,Exhibit_camera / editorial plate push,The quiet part of going fast,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
3384,30,00:01:52:23,112.76666666666667,Exhibit_camera / editorial plate push,The quiet part of going fast,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
3385,30,00:01:52:24,112.8,Exhibit_camera / editorial plate push,The quiet part of going fast,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
3386,30,00:01:52:25,112.83333333333333,Exhibit_camera / editorial plate push,The quiet part of going fast,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
3387,30,00:01:52:26,112.86666666666666,Exhibit_camera / editorial plate push,The quiet part of going fast,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
3388,30,00:01:52:27,112.9,Exhibit_camera / editorial plate push,The quiet part of going fast,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
3389,30,00:01:52:28,112.93333333333334,Exhibit_camera / editorial plate push,The quiet part of going fast,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
3390,30,00:01:52:29,112.96666666666667,Exhibit_camera / editorial plate push,The quiet part of going fast,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
3391,30,00:01:53:00,113.0,Exhibit_camera / editorial plate push,The quiet part of going fast,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
3392,30,00:01:53:01,113.03333333333333,Exhibit_camera / editorial plate push,The quiet part of going fast,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
3393,30,00:01:53:02,113.06666666666666,Exhibit_camera / editorial plate push,The quiet part of going fast,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
3394,30,00:01:53:03,113.1,Exhibit_camera / editorial plate push,The quiet part of going fast,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
3395,30,00:01:53:04,113.13333333333334,Exhibit_camera / editorial plate push,The quiet part of going fast,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
3396,30,00:01:53:05,113.16666666666667,Exhibit_camera / editorial plate push,The quiet part of going fast,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
3397,30,00:01:53:06,113.2,Exhibit_camera / editorial plate push,The quiet part of going fast,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
3398,30,00:01:53:07,113.23333333333333,Exhibit_camera / editorial plate push,The quiet part of going fast,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
3399,30,00:01:53:08,113.26666666666667,Exhibit_camera / editorial plate push,The quiet part of going fast,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
3400,30,00:01:53:09,113.3,Exhibit_camera / editorial plate push,The quiet part of going fast,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
3401,30,00:01:53:10,113.33333333333333,Exhibit_camera / editorial plate push,The quiet part of going fast,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
3402,30,00:01:53:11,113.36666666666666,Exhibit_camera / editorial plate push,The quiet part of going fast,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
3403,30,00:01:53:12,113.4,Exhibit_camera / editorial plate push,The quiet part of going fast,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
3404,30,00:01:53:13,113.43333333333334,Exhibit_camera / editorial plate push,The quiet part of going fast,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
3405,30,00:01:53:14,113.46666666666667,Exhibit_camera / editorial plate push,The quiet part of going fast,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
3406,30,00:01:53:15,113.5,Exhibit_camera / editorial plate push,The quiet part of going fast,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
3407,30,00:01:53:16,113.53333333333333,Exhibit_camera / editorial plate push,The quiet part of going fast,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
3408,30,00:01:53:17,113.56666666666666,Exhibit_camera / editorial plate push,The quiet part of going fast,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
3409,30,00:01:53:18,113.6,Exhibit_camera / editorial plate push,The quiet part of going fast,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
3410,30,00:01:53:19,113.63333333333334,Exhibit_camera / editorial plate push,The quiet part of going fast,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
3411,30,00:01:53:20,113.66666666666667,Exhibit_camera / editorial plate push,The quiet part of going fast,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
3412,30,00:01:53:21,113.7,Exhibit_camera / editorial plate push,The quiet part of going fast,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
3413,30,00:01:53:22,113.73333333333333,Exhibit_camera / editorial plate push,The quiet part of going fast,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
3414,30,00:01:53:23,113.76666666666667,Exhibit_camera / editorial plate push,The quiet part of going fast,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
3415,30,00:01:53:24,113.8,Exhibit_camera / editorial plate push,The quiet part of going fast,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
3416,30,00:01:53:25,113.83333333333333,Exhibit_camera / editorial plate push,The quiet part of going fast,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
3417,30,00:01:53:26,113.86666666666666,Exhibit_camera / editorial plate push,The quiet part of going fast,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
3418,30,00:01:53:27,113.9,Exhibit_camera / editorial plate push,The quiet part of going fast,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
3419,30,00:01:53:28,113.93333333333334,Exhibit_camera / editorial plate push,The quiet part of going fast,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
3420,30,00:01:53:29,113.96666666666667,Exhibit_camera / editorial plate push,The quiet part of going fast,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
3421,30,00:01:54:00,114.0,Exhibit_camera / editorial plate push,The quiet part of going fast,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
3422,30,00:01:54:01,114.03333333333333,Exhibit_camera / editorial plate push,The quiet part of going fast,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
3423,30,00:01:54:02,114.06666666666666,Exhibit_camera / editorial plate push,The quiet part of going fast,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
3424,30,00:01:54:03,114.1,Exhibit_camera / editorial plate push,The quiet part of going fast,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
3425,30,00:01:54:04,114.13333333333334,Exhibit_camera / editorial plate push,The quiet part of going fast,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
3426,30,00:01:54:05,114.16666666666667,Exhibit_camera / editorial plate push,The quiet part of going fast,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
3427,30,00:01:54:06,114.2,Exhibit_camera / editorial plate push,The quiet part of going fast,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
3428,30,00:01:54:07,114.23333333333333,Exhibit_camera / editorial plate push,The quiet part of going fast,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
3429,30,00:01:54:08,114.26666666666667,Exhibit_camera / editorial plate push,The quiet part of going fast,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
3430,30,00:01:54:09,114.3,Exhibit_camera / editorial plate push,The quiet part of going fast,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
3431,30,00:01:54:10,114.33333333333333,Exhibit_camera / editorial plate push,The quiet part of going fast,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
3432,30,00:01:54:11,114.36666666666666,Exhibit_camera / editorial plate push,The quiet part of going fast,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
3433,30,00:01:54:12,114.4,Exhibit_camera / editorial plate push,The quiet part of going fast,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
3434,30,00:01:54:13,114.43333333333334,Exhibit_camera / editorial plate push,The quiet part of going fast,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
3435,30,00:01:54:14,114.46666666666667,Exhibit_camera / editorial plate push,The quiet part of going fast,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
3436,30,00:01:54:15,114.5,Exhibit_camera / editorial plate push,The quiet part of going fast,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
3437,30,00:01:54:16,114.53333333333333,Exhibit_camera / editorial plate push,The quiet part of going fast,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
3438,30,00:01:54:17,114.56666666666666,Exhibit_camera / editorial plate push,The quiet part of going fast,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
3439,30,00:01:54:18,114.6,Exhibit_camera / editorial plate push,The quiet part of going fast,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
3440,30,00:01:54:19,114.63333333333334,Exhibit_camera / editorial plate push,The quiet part of going fast,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
3441,30,00:01:54:20,114.66666666666667,Exhibit_camera / editorial plate push,The quiet part of going fast,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
3442,30,00:01:54:21,114.7,Exhibit_camera / editorial plate push,The quiet part of going fast,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
3443,30,00:01:54:22,114.73333333333333,Exhibit_camera / editorial plate push,The quiet part of going fast,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
3444,30,00:01:54:23,114.76666666666667,Exhibit_camera / editorial plate push,The quiet part of going fast,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
3445,30,00:01:54:24,114.8,Exhibit_camera / editorial plate push,The quiet part of going fast,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
3446,30,00:01:54:25,114.83333333333333,Exhibit_camera / editorial plate push,The quiet part of going fast,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
3447,30,00:01:54:26,114.86666666666666,Exhibit_camera / editorial plate push,The quiet part of going fast,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
3448,30,00:01:54:27,114.9,Exhibit_camera / editorial plate push,The quiet part of going fast,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
3449,30,00:01:54:28,114.93333333333334,Exhibit_camera / editorial plate push,The quiet part of going fast,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
3450,30,00:01:54:29,114.96666666666667,Exhibit_camera / editorial plate push,The quiet part of going fast,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
3451,30,00:01:55:00,115.0,Exhibit_camera / editorial plate push,The quiet part of going fast,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
3452,30,00:01:55:01,115.03333333333333,Exhibit_camera / editorial plate push,The quiet part of going fast,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
3453,30,00:01:55:02,115.06666666666666,Exhibit_camera / editorial plate push,The quiet part of going fast,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
3454,30,00:01:55:03,115.1,Exhibit_camera / editorial plate push,The quiet part of going fast,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
3455,30,00:01:55:04,115.13333333333334,Exhibit_camera / editorial plate push,The quiet part of going fast,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
3456,30,00:01:55:05,115.16666666666667,Exhibit_camera / editorial plate push,The quiet part of going fast,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
3457,30,00:01:55:06,115.2,Exhibit_camera / editorial plate push,The quiet part of going fast,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
3458,30,00:01:55:07,115.23333333333333,Exhibit_camera / editorial plate push,The quiet part of going fast,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
3459,30,00:01:55:08,115.26666666666667,Exhibit_camera / editorial plate push,The quiet part of going fast,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
3460,30,00:01:55:09,115.3,Exhibit_camera / editorial plate push,The quiet part of going fast,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
3461,30,00:01:55:10,115.33333333333333,Exhibit_camera / editorial plate push,The quiet part of going fast,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
3462,30,00:01:55:11,115.36666666666666,Exhibit_camera / editorial plate push,The quiet part of going fast,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
3463,30,00:01:55:12,115.4,Exhibit_camera / editorial plate push,The quiet part of going fast,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
3464,30,00:01:55:13,115.43333333333334,Exhibit_camera / editorial plate push,The quiet part of going fast,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
3465,30,00:01:55:14,115.46666666666667,Exhibit_camera / editorial plate push,The quiet part of going fast,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
3466,30,00:01:55:15,115.5,Exhibit_camera / editorial plate push,The quiet part of going fast,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
3467,30,00:01:55:16,115.53333333333333,Exhibit_camera / editorial plate push,The quiet part of going fast,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
3468,30,00:01:55:17,115.56666666666666,Exhibit_camera / editorial plate push,The quiet part of going fast,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
3469,30,00:01:55:18,115.6,Exhibit_camera / editorial plate push,The quiet part of going fast,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
3470,30,00:01:55:19,115.63333333333334,Exhibit_camera / editorial plate push,The quiet part of going fast,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
3471,30,00:01:55:20,115.66666666666667,Exhibit_camera / editorial plate push,The quiet part of going fast,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
3472,30,00:01:55:21,115.7,Exhibit_camera / editorial plate push,The quiet part of going fast,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
3473,30,00:01:55:22,115.73333333333333,Exhibit_camera / editorial plate push,The quiet part of going fast,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
3474,30,00:01:55:23,115.76666666666667,Exhibit_camera / editorial plate push,The quiet part of going fast,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
3475,30,00:01:55:24,115.8,Exhibit_camera / editorial plate push,The quiet part of going fast,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
3476,30,00:01:55:25,115.83333333333333,Exhibit_camera / editorial plate push,The quiet part of going fast,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
3477,30,00:01:55:26,115.86666666666666,Exhibit_camera / editorial plate push,The quiet part of going fast,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
3478,30,00:01:55:27,115.9,Exhibit_camera / editorial plate push,The quiet part of going fast,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
3479,30,00:01:55:28,115.93333333333334,Exhibit_camera / editorial plate push,The quiet part of going fast,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
3480,30,00:01:55:29,115.96666666666667,Exhibit_camera / editorial plate push,The quiet part of going fast,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
3481,30,00:01:56:00,116.0,Exhibit_camera / editorial plate push,The quiet part of going fast,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
3482,30,00:01:56:01,116.03333333333333,Exhibit_camera / editorial plate push,The quiet part of going fast,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
3483,30,00:01:56:02,116.06666666666666,Exhibit_camera / editorial plate push,The quiet part of going fast,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
3484,30,00:01:56:03,116.1,Exhibit_camera / editorial plate push,The quiet part of going fast,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
3485,30,00:01:56:04,116.13333333333334,Exhibit_camera / editorial plate push,The quiet part of going fast,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
3486,30,00:01:56:05,116.16666666666667,Exhibit_camera / editorial plate push,The quiet part of going fast,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
3487,30,00:01:56:06,116.2,Exhibit_camera / editorial plate push,The quiet part of going fast,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
3488,30,00:01:56:07,116.23333333333333,Exhibit_camera / editorial plate push,The quiet part of going fast,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
3489,30,00:01:56:08,116.26666666666667,Exhibit_camera / editorial plate push,The quiet part of going fast,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
3490,30,00:01:56:09,116.3,Exhibit_camera / editorial plate push,The quiet part of going fast,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
3491,30,00:01:56:10,116.33333333333333,Exhibit_camera / editorial plate push,The quiet part of going fast,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
3492,30,00:01:56:11,116.36666666666666,Exhibit_camera / editorial plate push,The quiet part of going fast,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
3493,30,00:01:56:12,116.4,Exhibit_camera / editorial plate push,The quiet part of going fast,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
3494,30,00:01:56:13,116.43333333333334,Exhibit_camera / editorial plate push,The quiet part of going fast,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
3495,30,00:01:56:14,116.46666666666667,Exhibit_camera / editorial plate push,The quiet part of going fast,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
3496,30,00:01:56:15,116.5,Exhibit_camera / editorial plate push,The quiet part of going fast,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
3497,30,00:01:56:16,116.53333333333333,Exhibit_camera / editorial plate push,The quiet part of going fast,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
3498,30,00:01:56:17,116.56666666666666,Exhibit_camera / editorial plate push,The quiet part of going fast,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
3499,30,00:01:56:18,116.6,Exhibit_camera / editorial plate push,The quiet part of going fast,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
3500,30,00:01:56:19,116.63333333333334,Exhibit_camera / editorial plate push,The quiet part of going fast,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
3501,30,00:01:56:20,116.66666666666667,Exhibit_camera / editorial plate push,The quiet part of going fast,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
3502,30,00:01:56:21,116.7,Exhibit_camera / editorial plate push,The quiet part of going fast,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
3503,30,00:01:56:22,116.73333333333333,Exhibit_camera / editorial plate push,The quiet part of going fast,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
3504,30,00:01:56:23,116.76666666666667,Exhibit_camera / editorial plate push,The quiet part of going fast,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
3505,30,00:01:56:24,116.8,Exhibit_camera / editorial plate push,The quiet part of going fast,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
3506,30,00:01:56:25,116.83333333333333,Exhibit_camera / editorial plate push,The quiet part of going fast,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
3507,30,00:01:56:26,116.86666666666666,Exhibit_camera / editorial plate push,The quiet part of going fast,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
3508,30,00:01:56:27,116.9,Exhibit_camera / editorial plate push,The quiet part of going fast,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
3509,30,00:01:56:28,116.93333333333334,Exhibit_camera / editorial plate push,The quiet part of going fast,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
3510,30,00:01:56:29,116.96666666666667,Exhibit_camera / editorial plate push,The quiet part of going fast,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
3511,30,00:01:57:00,117.0,Exhibit_camera / editorial plate push,The quiet part of going fast,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
3512,30,00:01:57:01,117.03333333333333,Exhibit_camera / editorial plate push,The quiet part of going fast,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
3513,30,00:01:57:02,117.06666666666666,Exhibit_camera / editorial plate push,The quiet part of going fast,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
3514,30,00:01:57:03,117.1,Exhibit_camera / editorial plate push,The quiet part of going fast,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
3515,30,00:01:57:04,117.13333333333334,Exhibit_camera / editorial plate push,The quiet part of going fast,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
